Name,active,url,name,start,end,pos,height,weight,birthdate,college
Darnell Jackson,1,http://www.basketball-reference.com/players/j/jacksda01.html,Darnell Jackson,2009,2011,F,6-9,253,"November 7, 1985",University of Kansas
Rajon Rondo,1,http://www.basketball-reference.com/players/r/rondora01.html,Rajon Rondo,2007,2016,G,6-1,186,"February 22, 1986",University of Kentucky
Garry Witts,0,http://www.basketball-reference.com/players/w/wittsga01.html,Garry Witts,1982,1982,G-F,6-7,190,"July 3, 1959",College of the Holy Cross
Josh Howard,1,http://www.basketball-reference.com/players/h/howarjo01.html,Josh Howard,2004,2013,F-G,6-7,210,"April 28, 1980",Wake Forest University
Larry Siegfried,0,http://www.basketball-reference.com/players/s/siegfla01.html,Larry Siegfried,1964,1972,F,6-3,190,"May 22, 1939",Ohio State University
Mark Landsberger,0,http://www.basketball-reference.com/players/l/landsma01.html,Mark Landsberger,1978,1984,F-C,6-8,215,"May 21, 1955",Arizona State University
Fred Saunders,0,http://www.basketball-reference.com/players/s/saundfr01.html,Fred Saunders,1975,1978,F,6-7,210,"June 13, 1951",Syracuse University
Cleanthony Early,1,http://www.basketball-reference.com/players/e/earlycl01.html,Cleanthony Early,2015,2016,F,6-8,210,"April 17, 1991",Wichita State University
Frank Oleynick,0,http://www.basketball-reference.com/players/o/oleynfr01.html,Frank Oleynick,1976,1977,G,6-2,185,"February 20, 1955",Seattle University
Rickey Green,0,http://www.basketball-reference.com/players/g/greenri01.html,Rickey Green,1978,1992,G,6-0,170,"August 18, 1954",University of Michigan
Chris Herren,0,http://www.basketball-reference.com/players/h/herrech01.html,Chris Herren,2000,2001,G,6-2,197,"September 27, 1975","California State University, Fresno"
Steve Goodrich,0,http://www.basketball-reference.com/players/g/goodrst01.html,Steve Goodrich,2001,2002,F,6-10,220,"March 18, 1976",Princeton University
James Edwards,0,http://www.basketball-reference.com/players/e/edwarja01.html,James Edwards,1978,1996,C-F,7-0,225,"November 22, 1955",University of Washington
Coby Dietrick,0,http://www.basketball-reference.com/players/d/dietrco01.html,Coby Dietrick,1971,1983,C-F,6-10,220,"July 23, 1948",San Jose State University
Dave Johnson,0,http://www.basketball-reference.com/players/j/johnsda01.html,Dave Johnson,1993,1994,G-F,6-7,210,"November 16, 1970",Syracuse University
Kyle Korver,1,http://www.basketball-reference.com/players/k/korveky01.html,Kyle Korver,2004,2016,G-F,6-7,212,"March 17, 1981",Creighton University
Joe Hassett,0,http://www.basketball-reference.com/players/h/hassejo01.html,Joe Hassett,1978,1983,G,6-5,180,"September 11, 1955",Providence College
Greg Buckner,0,http://www.basketball-reference.com/players/b/buckngr01.html,Greg Buckner,2000,2009,G,6-4,210,"September 16, 1976",Clemson University
Maciej Lampe,0,http://www.basketball-reference.com/players/l/lampema01.html,Maciej Lampe,2004,2006,F,6-11,275,"February 5, 1985",
Chris Wright,0,http://www.basketball-reference.com/players/w/wrighch02.html,Chris Wright,2013,2013,G,6-1,210,"November 4, 1989",Georgetown University
Richard Morton,0,http://www.basketball-reference.com/players/m/mortori01.html,Richard Morton,1989,1989,G,6-3,190,"February 2, 1966","California State University, Fullerton"
Dan O'Sullivan,0,http://www.basketball-reference.com/players/o/osullda01.html,Dan O'Sullivan,1991,1996,C,6-10,250,"March 3, 1968",Fordham University
Melvin Ely,1,http://www.basketball-reference.com/players/e/elyme01.html,Melvin Ely,2003,2014,C,6-10,260,"May 2, 1978","California State University, Fresno"
Kenny Satterfield,0,http://www.basketball-reference.com/players/s/satteke01.html,Kenny Satterfield,2002,2003,G,6-2,186,"April 10, 1981",University of Cincinnati
Luc Longley,0,http://www.basketball-reference.com/players/l/longllu01.html,Luc Longley,1992,2001,C,7-2,265,"January 19, 1969",University of New Mexico
Jeff Ruland,0,http://www.basketball-reference.com/players/r/rulanje01.html,Jeff Ruland,1982,1993,C-F,6-10,240,"December 16, 1958",Iona College
Happy Hairston,0,http://www.basketball-reference.com/players/h/hairsha01.html,Happy Hairston,1965,1975,F,6-7,225,"May 31, 1942",New York University
Jeff Hornacek,0,http://www.basketball-reference.com/players/h/hornaje01.html,Jeff Hornacek,1987,2000,G,6-3,190,"May 3, 1963",Iowa State University
Steven Hill,0,http://www.basketball-reference.com/players/h/hillst01.html,Steven Hill,2009,2009,C,7-0,248,"November 14, 1985",University of Arkansas
Zaid Abdul-Aziz,0,http://www.basketball-reference.com/players/a/abdulza01.html,Zaid Abdul-Aziz,1969,1978,C-F,6-9,235,"April 7, 1946",Iowa State University
Lancaster Gordon,0,http://www.basketball-reference.com/players/g/gordola01.html,Lancaster Gordon,1985,1988,G,6-3,185,"June 24, 1962",University of Louisville
Jeffrey Sheppard,0,http://www.basketball-reference.com/players/s/sheppje01.html,Jeffrey Sheppard,1999,1999,G,6-3,190,"September 29, 1974",University of Kentucky
Stephen Vacendak,0,http://www.basketball-reference.com/players/v/vacenst01.html,Stephen Vacendak,1968,1970,G,6-1,185,"August 15, 1944",Duke University
Roy Marble,0,http://www.basketball-reference.com/players/m/marblro01.html,Roy Marble,1990,1994,G-F,6-6,190,"December 13, 1966",University of Iowa
Renaldo Major,0,http://www.basketball-reference.com/players/m/majorre01.html,Renaldo Major,2007,2007,F,6-7,200,"May 7, 1982","California State University, Fresno"
Jim Spruill,0,http://www.basketball-reference.com/players/s/spruiji01.html,Jim Spruill,1949,1949,G,6-2,225,"February 26, 1923",Rice University
Dorie Murrey,0,http://www.basketball-reference.com/players/m/murredo01.html,Dorie Murrey,1967,1972,F-C,6-8,215,"September 7, 1943",University of Detroit Mercy
Billy Cunningham*,0,http://www.basketball-reference.com/players/c/cunnibi01.html,Billy Cunningham*,1966,1976,F-C,6-6,210,"June 3, 1943",University of North Carolina
Roderick McDonald,0,http://www.basketball-reference.com/players/m/mcdonro01.html,Roderick McDonald,1971,1973,F,6-6,205,"April 9, 1945",Whitworth
Kevin Loder,0,http://www.basketball-reference.com/players/l/loderke01.html,Kevin Loder,1982,1984,F-G,6-6,205,"March 15, 1959",Alabama State University
Jusuf Nurkic,1,http://www.basketball-reference.com/players/n/nurkiju01.html,Jusuf Nurkic,2015,2015,C,7-0,280,"August 23, 1994",
Joe Dolhon,0,http://www.basketball-reference.com/players/d/dolhojo01.html,Joe Dolhon,1950,1951,G,6-0,175,"July 9, 1927",New York University
Fred Jacobs,0,http://www.basketball-reference.com/players/j/jacobfr01.html,Fred Jacobs,1947,1947,F,6-3,175,"December 2, 1922",University of Denver
Brad Branson,0,http://www.basketball-reference.com/players/b/bransbr01.html,Brad Branson,1982,1983,C-F,6-10,220,"September 24, 1958",Southern Methodist University
Mike Sweetney,0,http://www.basketball-reference.com/players/s/sweetmi01.html,Mike Sweetney,2004,2007,F,6-8,275,"October 25, 1982",Georgetown University
Hank Beenders,0,http://www.basketball-reference.com/players/b/beendha01.html,Hank Beenders,1947,1949,C-F,6-6,185,"June 2, 1916",Long Island University
Luther Wright,0,http://www.basketball-reference.com/players/w/wrighlu01.html,Luther Wright,1994,1994,C,7-2,270,"September 22, 1971",Seton Hall University
Joe DePre,0,http://www.basketball-reference.com/players/d/deprejo01.html,Joe DePre,1971,1973,G,6-3,185,"December 19, 1947",St. John's University
Aaron James,0,http://www.basketball-reference.com/players/j/jamesaa01.html,Aaron James,1975,1979,F,6-8,210,"October 5, 1952",Grambling State University
Donnie Freeman,0,http://www.basketball-reference.com/players/f/freemdo01.html,Donnie Freeman,1968,1976,G,6-3,185,"July 18, 1944",University of Illinois at Urbana-Champaign
John Amaechi,0,http://www.basketball-reference.com/players/a/amaecjo01.html,John Amaechi,1996,2003,C-F,6-10,270,"November 26, 1970",Pennsylvania State University
Jeff Trepagnier,0,http://www.basketball-reference.com/players/t/trepaje01.html,Jeff Trepagnier,2002,2004,G,6-4,200,"July 11, 1979",University of Southern California
Richie Regan,0,http://www.basketball-reference.com/players/r/reganri01.html,Richie Regan,1956,1958,G,6-2,180,"November 30, 1930",Seton Hall University
Andre Dawkins,1,http://www.basketball-reference.com/players/d/dawkian01.html,Andre Dawkins,2015,2015,G,6-5,215,"September 19, 1991",Duke University
Joe Stephens,0,http://www.basketball-reference.com/players/s/stephjo01.html,Joe Stephens,1997,2000,F,6-7,210,"January 28, 1973",University of Arkansas at Little Rock
Theron Smith,0,http://www.basketball-reference.com/players/s/smithth01.html,Theron Smith,2004,2005,F,6-8,225,"October 3, 1980",Ball State University
James Scott,0,http://www.basketball-reference.com/players/s/scottja01.html,James Scott,1997,1997,F,6-6,180,"June 6, 1972",St. John's University
Tom Heinsohn*,0,http://www.basketball-reference.com/players/h/heinsto01.html,Tom Heinsohn*,1957,1965,F-C,6-7,218,"August 26, 1934",College of the Holy Cross
Mirza Teletovic,1,http://www.basketball-reference.com/players/t/teletmi01.html,Mirza Teletovic,2013,2016,F,6-9,242,"September 18, 1985",
Norm Stewart,0,http://www.basketball-reference.com/players/s/stewano01.html,Norm Stewart,1957,1957,F,6-5,205,"January 20, 1935",University of Missouri
Campy Russell,0,http://www.basketball-reference.com/players/r/russeca02.html,Campy Russell,1975,1985,F,6-8,215,"January 12, 1952",University of Michigan
Larry Sanders,0,http://www.basketball-reference.com/players/s/sandela01.html,Larry Sanders,2011,2015,F,6-11,235,"November 21, 1988",Virginia Commonwealth University
Lewis Brown,0,http://www.basketball-reference.com/players/b/brownle02.html,Lewis Brown,1981,1981,C,6-11,225,"February 19, 1955","University of Nevada, Las Vegas"
Don Nelson*,0,http://www.basketball-reference.com/players/n/nelsodo01.html,Don Nelson*,1963,1976,F,6-6,210,"May 15, 1940",University of Iowa
Bob Rensberger,0,http://www.basketball-reference.com/players/r/rensbro01.html,Bob Rensberger,1947,1947,F,6-2,170,"March 7, 1921",University of Notre Dame
Gundars Vetra,0,http://www.basketball-reference.com/players/v/vetragu01.html,Gundars Vetra,1993,1993,F,6-6,195,"May 22, 1967",
Predrag Savovic,0,http://www.basketball-reference.com/players/s/savovpr01.html,Predrag Savovic,2003,2003,G,6-6,225,"May 21, 1976",University of Hawaii
Grant Hill,0,http://www.basketball-reference.com/players/h/hillgr01.html,Grant Hill,1995,2013,F-G,6-8,225,"October 5, 1972",Duke University
Lavor Postell,0,http://www.basketball-reference.com/players/p/postela01.html,Lavor Postell,2001,2003,G,6-5,215,"February 26, 1978",St. John's University
Andrew Lang,0,http://www.basketball-reference.com/players/l/langan01.html,Andrew Lang,1989,2000,C,6-11,245,"June 28, 1966",University of Arkansas
Bob Riley,0,http://www.basketball-reference.com/players/r/rileybo01.html,Bob Riley,1971,1971,F,6-9,235,"July 6, 1948",Mount St. Mary's University
C.J. Watson,1,http://www.basketball-reference.com/players/w/watsocj01.html,C.J. Watson,2008,2016,G,6-2,175,"April 17, 1984",University of Tennessee
Drew Gordon,1,http://www.basketball-reference.com/players/g/gordodr01.html,Drew Gordon,2015,2015,F,6-9,245,"July 12, 1990",University of New Mexico
Carlos Clark,0,http://www.basketball-reference.com/players/c/clarkca01.html,Carlos Clark,1984,1985,G,6-4,210,"August 10, 1960",University of Mississippi
Andrew Goudelock,1,http://www.basketball-reference.com/players/g/goudean01.html,Andrew Goudelock,2012,2013,G,6-3,200,"December 7, 1988",College of Charleston
Mike Todorovich,0,http://www.basketball-reference.com/players/t/todormi01.html,Mike Todorovich,1950,1951,F-C,6-5,220,"June 11, 1923",University of Wyoming
Paul Arizin*,0,http://www.basketball-reference.com/players/a/arizipa01.html,Paul Arizin*,1951,1962,F-G,6-4,190,"April 9, 1928",Villanova University
Rod Strickland,0,http://www.basketball-reference.com/players/s/stricro02.html,Rod Strickland,1989,2005,G,6-3,175,"July 11, 1966",DePaul University
Kevin Kunnert,0,http://www.basketball-reference.com/players/k/kunneke01.html,Kevin Kunnert,1974,1982,C-F,7-0,230,"November 11, 1951",University of Iowa
Derrick Dial,0,http://www.basketball-reference.com/players/d/dialde01.html,Derrick Dial,2000,2004,G,6-4,184,"December 20, 1975",Eastern Michigan University
Ralph Davis,0,http://www.basketball-reference.com/players/d/davisra01.html,Ralph Davis,1961,1962,G,6-4,180,"September 7, 1938",University of Cincinnati
Awvee Storey,0,http://www.basketball-reference.com/players/s/storeaw01.html,Awvee Storey,2005,2008,G-F,6-6,222,"April 18, 1977",Arizona State University
Tom Kerwin,0,http://www.basketball-reference.com/players/k/kerwito01.html,Tom Kerwin,1968,1968,F,6-7,210,"July 7, 1944",Centenary College of Louisiana
Nemanja Nedovic,1,http://www.basketball-reference.com/players/n/nedovne01.html,Nemanja Nedovic,2014,2014,G,6-3,192,"June 16, 1991",
Desmond Mason,0,http://www.basketball-reference.com/players/m/masonde01.html,Desmond Mason,2001,2010,F,6-7,224,"October 11, 1977",Oklahoma State University
John Wetzel,0,http://www.basketball-reference.com/players/w/wetzejo01.html,John Wetzel,1968,1976,G-F,6-5,190,"October 22, 1944",Virginia Polytechnic Institute and State University
Mamadou N'Diaye,0,http://www.basketball-reference.com/players/n/ndiayma02.html,Mamadou N'Diaye,2001,2005,C,7-0,255,"June 16, 1975",Auburn University
Ralph Hamilton,0,http://www.basketball-reference.com/players/h/hamilra01.html,Ralph Hamilton,1949,1949,G-F,6-1,188,"June 10, 1921",Indiana University
Henry Akin,0,http://www.basketball-reference.com/players/a/akinhe01.html,Henry Akin,1967,1969,C-F,6-10,225,"July 31, 1944",Morehead State University
Ognjen Kuzmic,1,http://www.basketball-reference.com/players/k/kuzmiog01.html,Ognjen Kuzmic,2014,2015,C,7-1,251,"May 16, 1990",
Don Chaney,0,http://www.basketball-reference.com/players/c/chanedo01.html,Don Chaney,1969,1980,G,6-5,210,"March 22, 1946",University of Houston
Ken Green,0,http://www.basketball-reference.com/players/g/greenke01.html,Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas-Pan American
Jim Reid,0,http://www.basketball-reference.com/players/r/reidji01.html,Jim Reid,1968,1968,F,6-6,210,"August 3, 1945",Winston-Salem State University
Lynn Shackelford,0,http://www.basketball-reference.com/players/s/shackly01.html,Lynn Shackelford,1970,1970,F,6-5,190,"August 27, 1947","University of California, Los Angeles"
Pete Verhoeven,0,http://www.basketball-reference.com/players/v/verhope01.html,Pete Verhoeven,1982,1987,F,6-9,215,"February 15, 1959","California State University, Fresno"
Sherron Collins,0,http://www.basketball-reference.com/players/c/collish01.html,Sherron Collins,2011,2011,G,5-11,205,"March 18, 1987",University of Kansas
Barry Kramer,0,http://www.basketball-reference.com/players/k/krameba01.html,Barry Kramer,1965,1970,F-G,6-4,200,"November 10, 1942",New York University
Charles Thomas,0,http://www.basketball-reference.com/players/t/thomach01.html,Charles Thomas,1992,1992,G,6-3,175,"October 3, 1969",Eastern Michigan University
Clint Wager,0,http://www.basketball-reference.com/players/w/wagercl01.html,Clint Wager,1950,1950,C-F,6-6,210,"January 20, 1920",Saint Mary's University of Minnesota
Jack Parkinson,0,http://www.basketball-reference.com/players/p/parkija01.html,Jack Parkinson,1950,1950,G,6-0,174,"March 4, 1924",University of Kentucky
Loren Meyer,0,http://www.basketball-reference.com/players/m/meyerlo01.html,Loren Meyer,1996,1999,C,6-10,257,"December 30, 1972",Iowa State University
Whitey Skoog,0,http://www.basketball-reference.com/players/s/skoogwh01.html,Whitey Skoog,1952,1957,G,5-11,180,"November 2, 1926",University of Minnesota
Royce White,1,http://www.basketball-reference.com/players/w/whitero03.html,Royce White,2014,2014,F,6-8,270,"April 10, 1991",Iowa State University
Dennis Rodman*,0,http://www.basketball-reference.com/players/r/rodmade01.html,Dennis Rodman*,1987,2000,F,6-7,210,"May 13, 1961",Southeastern Oklahoma State University
Drew Gooden,1,http://www.basketball-reference.com/players/g/goodedr01.html,Drew Gooden,2003,2016,F,6-10,250,"September 24, 1981",University of Kansas
Carl Nicks,0,http://www.basketball-reference.com/players/n/nicksca01.html,Carl Nicks,1981,1983,G,6-1,175,"October 6, 1958",Indiana State University
Ron Perry,0,http://www.basketball-reference.com/players/p/perryro01.html,Ron Perry,1968,1970,G,6-3,190,"December 29, 1943",Virginia Polytechnic Institute and State University
Mickell Gladness,1,http://www.basketball-reference.com/players/g/gladnmi01.html,Mickell Gladness,2012,2012,C,6-11,220,"July 26, 1986",Alabama A&M University
John Celestand,0,http://www.basketball-reference.com/players/c/celesjo01.html,John Celestand,2000,2000,G,6-4,178,"March 6, 1977",Villanova University
